protocol_id,dataset,window_index,center_cycle_effective,center_cycle_actual,V100_norm_q50_effective_time,V500_norm_q50_effective_time,V1000_norm_q50_effective_time,multi_scale_rate_divergence_q50_effective_time,change_configuration_support_effective_time,change_trigger_effective_time,V100_norm_q50_actual_time,V500_norm_q50_actual_time,V1000_norm_q50_actual_time,multi_scale_rate_divergence_q50_actual_time,change_configuration_support_actual_time,change_trigger_actual_time,row_type,metric,spearman,median_absolute_difference,agreement
A_Exp1_to_Exp2,Exp2,230.0,1160.5,2430.5407789613846,0.2891914178987883,0.30221775099996595,0.22727618879104866,0.19341669196001293,0.125,0.0,0.6107835953329285,0.3143383823641584,0.15251345286902426,0.5425616598894133,0.0,0.0,window,,,,
A_Exp1_to_Exp2,Exp2,231.0,1165.5,2438.861351531292,0.27165642940162227,0.31896500251322035,0.23805960879464377,0.19542115869132864,0.1875,0.0,0.6021337450964612,0.34202426587569823,0.16077240752474573,0.5247937038472018,0.0,0.0,window,,,,
A_Exp1_to_Exp2,Exp2,232.0,1170.5,2447.181924101198,0.12113009939518961,0.3211025928336847,0.22850355996657928,0.2120070185481368,0.125,0.0,0.41883614953010473,0.3408969789730656,0.1485251787990935,0.3536625518893904,0.0,0.0,window,,,,
A_Exp1_to_Exp2,Exp2,233.0,1175.5,2455.5024966711053,0.208108875496345,0.28736518174878667,0.20355610207818212,0.35337757629862,0.0625,0.0,0.12008328948662733,0.29765929470863667,0.12780064925364304,0.23250093961371512,0.0,0.0,window,,,,
A_Exp1_to_Exp2,Exp2,234.0,1180.5,2463.823069241012,0.27013556746649003,0.26859579397179856,0.18898693984106482,0.39551109413619956,0.0,0.0,0.33459161241781105,0.2915564435848157,0.10930274118711834,0.42919534934320397,0.0,0.0,window,,,,
A_Exp1_to_Exp2,Exp2,235.0,1185.5,2472.143641810919,0.1832810108257446,0.2381345764576683,0.18130426935614335,0.2765013024756957,0.0,0.0,0.590367517284435,0.28471086981367616,0.0988999013419009,0.6705488562865985,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,236.0,1190.5,2480.4642143808255,0.185910737534555,0.1828041892597645,0.17057398427945125,0.22223506180575325,0.0,0.0,0.7651050246506625,0.237348413994485,0.08889420282914647,0.8250772958129486,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,237.0,1195.5,2488.7847869507323,0.33547965203664054,0.16256709190499447,0.17993722774972162,0.2862536854805549,0.0,0.0,0.612271737496317,0.16265625661983932,0.08875338435333568,0.6349701152452643,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,238.0,1200.5,2497.1053595206395,0.6324590141631647,0.15024837162673021,0.17119693159236854,0.5587482237378076,0.125,0.0,0.7244672716810179,0.1049993690537422,0.08473284782159295,0.7378826189848099,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,239.0,1205.5,2505.4259320905458,1.0889464818556016,0.1534106589124829,0.1568037110874344,1.0343002344739227,0.5625,1.0,1.1422521043520655,0.10003708007625504,0.06959292212714273,1.1378566735521762,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,240.0,1210.5,2513.746504660453,1.4566090507398728,0.20127968842938923,0.17476554237974806,1.369594655340748,0.875,1.0,1.488222978257551,0.15467517773285067,0.08354554820836856,1.4810215558464517,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,241.0,1215.5,2522.0670772303592,1.6309456189461413,0.17542721284958868,0.17129025027118583,1.5452339452266082,0.9375,1.0,1.517586941328995,0.15400218599477675,0.07628020983828766,1.517760840922351,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,242.0,1220.5,2530.3876498002664,1.709002570998177,0.16976313428069464,0.16797251564125681,1.6409162302325209,0.9375,1.0,1.680099756609706,0.18835827493122512,0.07487768393280285,1.6838198830541007,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,243.0,1225.5,2538.7082223701727,1.7778806034007566,0.1752288647172748,0.16830523882567844,1.7227265023520602,1.0,1.0,1.8113223159898453,0.23719704228793756,0.07520842349967963,1.8149983958992013,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,244.0,1230.5,2547.02879494008,1.687406576771334,0.1676505093095428,0.16295152050728967,1.639846101208442,1.0,1.0,1.6769462140338824,0.28377125691103416,0.07962206388057784,1.6851390188239757,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,245.0,1235.5,2555.3493675099867,1.6126591002063646,0.15828965850234789,0.15991560007799693,1.557385531648005,0.9375,1.0,1.4825209737806724,0.315426758472856,0.06783297011472463,1.47602594042267,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,246.0,1240.5,2563.6699400798934,1.4542571933834059,0.13989559726697665,0.15705211775078654,1.3343558769529449,0.875,1.0,1.3238638308660307,0.35817468285756027,0.05972309739667104,1.316540170395412,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,247.0,1245.5,2571.9905126498,1.4630199855935195,0.11979184410009011,0.15418529498625694,1.347710530356963,0.875,1.0,1.23098572160106,0.39799070599375924,0.05576585215206229,1.220854614711698,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,248.0,1250.5,2580.311085219707,1.5981776473371903,0.1379292033917334,0.15624012290064784,1.5399687630286518,1.0,1.0,1.1630314034018727,0.43648173472263846,0.05047678066348162,1.1338219440897312,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,249.0,1255.5,2588.631657789614,1.605017885682019,0.18324067971207197,0.1563946236606732,1.5290506113314488,1.0,1.0,1.0179163449800814,0.4394569827519026,0.04903201770692744,1.0073329717005841,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,250.0,1260.5,2596.952230359521,1.7220000884844808,0.19772428043793328,0.15356109627614006,1.6514781449516471,1.0,1.0,0.7754891668465834,0.46104237450950936,0.04526915683629099,0.7707164039347223,1.0,1.0,window,,,,
A_Exp1_to_Exp2,Exp2,251.0,1265.5,2605.2728029294276,1.8064789542891377,0.171969080332871,0.15412008332580232,1.7466814489409876,1.0,1.0,0.43758168808629555,0.46568175285607083,0.03988267907976564,0.43996510013373147,0.0,0.0,window,,,,
A_Exp1_to_Exp2,Exp2,252.0,1270.5,2613.5933754993343,1.79340701316312,0.11302215472604879,0.15332103643178235,1.6631715655441996,1.0,1.0,0.48856013461095843,0.4430141408445598,0.04358718909817367,0.5267866880694405,0.0,0.0,window,,,,
