direction,setting,seed,boundary_hit_rate_250,boundary_hit_rate_500,mean_absolute_detection_delay,median_absolute_detection_delay,candidate_event_count,unmatched_candidate_count,event_level_precision,event_level_f1,adapter_update_fraction,adapter_frozen_fraction,Top_4_event_recall,Top_8_event_recall
Exp1_to_Exp2,V341_OnlineAdaptation,3404,0.0,0.0,,,8,8,0.0,0.0,0.8311640014875419,0.16883599851245817,0.0,0.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3404,0.5,0.5,75.91249130132292,75.91249130132292,7,5,0.2857142857142857,0.36363636363636365,0.0,1.0,0.25,0.5
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3404,0.0,0.0,,,2,2,0.0,0.0,0.956117515805132,0.04388248419486798,0.0,0.0
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3404,0.5,0.5,75.91249130132292,75.91249130132292,11,9,0.18181818181818182,0.26666666666666666,0.0,1.0,0.0,0.25
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3404,0.0,0.0,,,2,2,0.0,0.0,0.956117515805132,0.04388248419486798,0.0,0.0
Exp1_to_Exp2,V341_CalibrationOnly,3405,0.5,0.75,55.07915796798898,55.07915796798898,18,16,0.1111111111111111,0.1818181818181818,0.0,0.47712904425436964,0.0,0.5
Exp1_to_Exp2,V341_OnlineAdaptation,3405,0.25,0.25,125.83333333333303,125.83333333333303,9,8,0.1111111111111111,0.15384615384615383,0.863518036444775,0.136481963555225,0.0,0.0
Exp1_to_Exp2,V35_SlowOnly_CalibrationOnly,3405,0.5,0.75,88.49947807933131,88.49947807933131,7,5,0.2857142857142857,0.36363636363636365,0.0,1.0,0.25,0.75
Exp1_to_Exp2,V35_SlowOnly_OnlineAdaptation,3405,0.0,0.0,,,2,2,0.0,0.0,0.9285979918185199,0.0714020081814801,0.25,0.25
Exp1_to_Exp2,V35_SlowResidual_CalibrationOnly,3405,0.5,0.5,88.49947807933131,88.49947807933131,9,7,0.2222222222222222,0.30769230769230765,0.0,1.0,0.25,0.25
Exp1_to_Exp2,V35_SlowResidual_OnlineAdaptation,3405,0.0,0.0,,,2,2,0.0,0.0,0.9285979918185199,0.0714020081814801,0.0,0.0
Exp2_to_Exp1,V341_CalibrationOnly,3401,1.0,1.0,56.905803305437985,56.78710069939734,31,27,0.12903225806451613,0.2285714285714286,0.0,0.6686324691220652,0.75,1.0
Exp2_to_Exp1,V341_OnlineAdaptation,3401,0.75,1.0,65.74934648191145,77.47952684258053,22,19,0.13636363636363635,0.23076923076923075,0.30455101813730945,0.6954489818626906,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3401,0.25,1.0,36.09467455621416,36.09467455621416,12,11,0.08333333333333333,0.125,0.0,1.0,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3401,0.5,0.5,83.55289535483098,83.55289535483098,4,2,0.5,0.5,0.9554912651607878,0.044508734839212194,0.75,0.75
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3401,1.0,1.0,62.82287316767497,57.06446311578475,13,9,0.3076923076923077,0.47058823529411764,0.0,1.0,0.75,1.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3401,0.5,0.5,80.59431547317399,80.59431547317399,3,1,0.6666666666666666,0.5714285714285715,0.9554912651607878,0.044508734839212194,0.5,0.5
Exp2_to_Exp1,V341_CalibrationOnly,3402,1.0,1.0,67.26083289123653,77.49715987099444,31,27,0.12903225806451613,0.2285714285714286,0.0,0.6392567041281851,0.75,1.0
Exp2_to_Exp1,V341_OnlineAdaptation,3402,0.75,0.75,81.63418142854789,83.43195266272232,23,20,0.13043478260869565,0.22222222222222218,0.3422721709135418,0.6577278290864582,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3402,0.25,0.75,136.68639053254446,136.68639053254446,18,17,0.05555555555555555,0.0909090909090909,0.0,1.0,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3402,0.25,0.25,130.7692307692305,130.7692307692305,2,1,0.5,0.3333333333333333,0.9705129631690219,0.02948703683097808,0.5,0.5
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3402,0.75,1.0,117.33374171343651,136.68639053254446,20,17,0.15,0.24999999999999997,0.0,1.0,0.75,1.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3402,0.25,0.25,124.85207100591651,124.85207100591651,1,0,1.0,0.4,0.9705129631690219,0.02948703683097808,0.25,0.25
Exp2_to_Exp1,V341_CalibrationOnly,3403,0.75,0.75,75.66271965530268,77.51479289940835,30,27,0.1,0.17647058823529416,0.0,0.6846556136641816,0.75,0.75
Exp2_to_Exp1,V341_OnlineAdaptation,3403,0.75,0.75,56.001231983743004,59.76331360946642,32,29,0.09375,0.16666666666666666,0.38266384778012685,0.6173361522198731,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3403,0.5,1.0,133.57649730343428,133.57649730343428,15,13,0.13333333333333333,0.2105263157894737,0.0,1.0,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3403,0.5,0.5,107.45945445813595,107.45945445813595,3,1,0.6666666666666666,0.5714285714285715,0.9767441860465116,0.023255813953488372,0.75,0.75
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3403,0.75,1.0,124.99043726905529,130.7692307692305,14,11,0.21428571428571427,0.3333333333333333,0.0,1.0,0.75,0.75
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3403,0.5,0.5,107.45945445813595,107.45945445813595,2,0,1.0,0.6666666666666666,0.9767441860465116,0.023255813953488372,0.5,0.5
Exp2_to_Exp1,V341_CalibrationOnly,3404,1.0,1.0,62.813049733332264,68.8789559715733,32,28,0.125,0.2222222222222222,0.0,0.656726382552576,0.75,1.0
Exp2_to_Exp1,V341_OnlineAdaptation,3404,1.0,1.0,41.98748130414174,39.022181435514085,27,23,0.14814814814814814,0.25806451612903225,0.46366974518749304,0.536330254812507,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3404,0.25,0.75,136.68639053254446,136.68639053254446,28,27,0.03571428571428571,0.0625,0.0,1.0,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3404,0.5,0.75,44.99441718152775,44.99441718152775,6,4,0.3333333333333333,0.4,0.9251140536330255,0.07488594636697452,0.5,0.75
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3404,0.5,0.75,152.0364193913647,152.0364193913647,32,30,0.0625,0.1111111111111111,0.0,1.0,0.75,1.0
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3404,0.75,0.75,75.47511742169748,77.47952684258053,4,1,0.75,0.75,0.9251140536330255,0.07488594636697452,0.75,0.75
Exp2_to_Exp1,V341_CalibrationOnly,3405,0.5,0.5,65.92037608991632,65.92037608991632,18,16,0.1111111111111111,0.1818181818181818,0.0,0.8739290085679314,0.75,0.75
Exp2_to_Exp1,V341_OnlineAdaptation,3405,1.0,1.0,63.87987560719125,62.64918448000981,27,23,0.14814814814814814,0.25806451612903225,0.4204962723934572,0.5795037276065428,0.75,1.0
Exp2_to_Exp1,V35_SlowOnly_CalibrationOnly,3405,0.5,0.5,149.0778395097077,149.0778395097077,36,34,0.05555555555555555,0.09999999999999999,0.0,1.0,0.75,0.75
Exp2_to_Exp1,V35_SlowOnly_OnlineAdaptation,3405,0.75,1.0,36.118752739330375,24.249317561421776,14,11,0.21428571428571427,0.3333333333333333,0.8313118949593857,0.1686881050406142,0.25,1.0
Exp2_to_Exp1,V35_SlowResidual_CalibrationOnly,3405,0.5,0.5,149.0778395097077,149.0778395097077,41,39,0.04878048780487805,0.08888888888888888,0.0,1.0,0.75,0.75
Exp2_to_Exp1,V35_SlowResidual_OnlineAdaptation,3405,0.75,0.75,75.44221849818798,71.59763313609437,5,2,0.6,0.6666666666666665,0.8313118949593857,0.1686881050406142,0.5,0.75
