direction,source_dataset,target_dataset,seed,event_id,dataset,setting,start_cycle,peak_cycle,end_cycle,peak_score,fast_score,slow_score,residual_persistent,adapter_frozen_fraction,event_status,emit_cycle,event_rank_score,residual_event_peak,residual_high_count,residual_high_fraction,slow_excess_area,event_duration,peak_slow_high,start_actual_cycle,peak_actual_cycle,end_actual_cycle
Exp1_to_Exp2,Exp1,Exp2,3403,5,Exp2,V351_ResidualRerank_WarningFreeze_Update5,6015.5,6030.5,6325.5,1.8417289716283336,,,,0.9315068493150684,unmatched_candidate_event,6435.5,0.6188454114126614,0.860734695284795,0,0.0,14.089650084748772,63,1,10517.5,10542.5,11034.166666666666
Exp1_to_Exp2,Exp1,Exp2,3403,6,Exp2,V351_ResidualRerank_WarningFreeze_Update5,6915.5,6930.5,7515.5,2.8467251137059204,,,,0.9694656488549618,unmatched_candidate_event,7625.5,1.8279569133277098,7.454417629124901,19,0.1450381679389313,55.561999443778866,121,1,12017.5,12042.5,13017.5
Exp1_to_Exp2,Exp1,Exp2,3403,7,Exp2,V351_ResidualRerank_WarningFreeze_Update5,8700.5,10530.5,11290.5,8.282188505672934,,,,0.9905482041587902,unmatched_candidate_event,11400.5,6.793871466667666,9.15380107519348,121,0.22873345935727787,982.4045357450561,519,1,14992.5,18042.5,19309.166666666668
Exp1_to_Exp2,Exp1,Exp2,3403,8,Exp2,V351_ResidualRerank_WarningFreeze_Update5,11400.5,11430.5,12050.5,5.076778896553117,,,,1.0,unmatched_candidate_event,12160.5,3.4934277252722525,4.79394731220227,10,0.07092198581560284,110.61947428886737,131,1,19492.5,19542.5,20577.035490605427
Exp1_to_Exp2,Exp1,Exp2,3403,9,Exp2,V351_ResidualRerank_WarningFreeze_Update5,12605.5,13190.5,13540.5,6.8528668469995155,,,,0.9747474747474747,unmatched_candidate_event,13650.5,5.023542128719831,2.9538306668377454,0,0.0,433.2145056024122,188,1,21503.966597077244,22481.00208768267,23065.55323590814
Exp1_to_Exp2,Exp1,Exp2,3403,10,Exp2,V351_ResidualRerank_WarningFreeze_Update5,13765.5,13830.5,13830.5,1.2518758002097488,,,,1.0,unmatched_candidate_event,13940.5,0.10037547654817369,0.0,0,0.0,0.5307037693835315,14,1,23441.336116910228,23549.89561586639,23549.89561586639
Exp1_to_Exp2,Exp1,Exp2,3404,1,Exp2,V35_HardAND_Current,960.5,965.5,985.5,0.6573061026890646,9.77870106518876,0.8896246806302808,14.628374221045334,1.0,unmatched_candidate_event,985.5,0.6573061026890646,,,,,,1,2097.717876165113,2106.03844873502,2139.320739014647
Exp1_to_Exp2,Exp1,Exp2,3404,2,Exp2,V35_HardAND_Current,1515.5,1540.5,1590.5,1.0787833967228209,20.83579786141503,1.7239777522125792,24.797406746231644,1.0,unmatched_candidate_event,1590.5,1.0787833967228209,,,,,,1,3021.301431424767,3062.904294274301,3146.1100199733687
Exp1_to_Exp2,Exp1,Exp2,3404,1,Exp2,V351_EventGate_CurrentAdapt,1505.5,1540.5,2445.5,2.7504518981162924,,,,0.9748743718592965,unmatched_candidate_event,2555.5,2.7504518981162924,17.90634048417684,41,0.20603015075376885,264.410346057002,189,1,3004.6602862849536,3062.904294274301,4568.92792942743
Exp1_to_Exp2,Exp1,Exp2,3404,2,Exp2,V351_EventGate_CurrentAdapt,6910.5,6955.5,7160.5,0.9052958003830747,,,,0.7049180327868853,unmatched_candidate_event,7270.5,0.9052958003830747,9.296727205201714,19,0.3114754098360656,7.91504703144741,51,1,12009.166666666666,12084.166666666666,12425.833333333334
