direction,dataset,entry_cycle,window_index,center_cycle,progression_uncertainty,prediction_ensemble_uncertainty,adapter_support_uncertainty,primitive_match_uncertainty,private_state_support_uncertainty,change_point_uncertainty,entry_prior_uncertainty,ood_uncertainty,initial_match_quality
Exp2_to_Exp1,Exp1,0.0,2439,12205.5,1.474471071679703,0.004949935084463725,0.0,1.0,1.0,0.22702519543643507,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2440,12210.5,1.4743861084853944,0.004940585310366465,0.0,1.0,1.0,0.22647292887119275,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2441,12215.5,1.476523978292465,0.0048816235891333245,0.0,1.0,1.0,0.2399983921274094,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2442,12220.5,1.479190131552383,0.004931289793467787,0.0,1.0,1.0,0.25588889710757146,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2443,12225.5,1.483098909825049,0.004906462546235476,0.0,1.0,1.0,0.2775937732542491,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2444,12230.5,1.487146769168109,0.004920369147708958,0.0,1.0,1.0,0.2984649108598783,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2445,12235.5,1.490874233143816,0.004929092988906456,0.0,1.0,1.0,0.31651490185213726,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2446,12240.5,1.4972978895528695,0.004943153871033001,0.0,1.0,1.0,0.345509095812663,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2447,12245.5,1.5047617231001713,0.004916000453432493,0.0,1.0,1.0,0.3765417324108156,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2448,12250.5,1.5118387466457137,0.004912735064853831,0.0,1.0,1.0,0.4038963491955145,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2449,12255.5,1.5167180042621478,0.004959867461391746,0.0,1.0,1.0,0.4217924894633829,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2450,12260.5,1.5197147319787763,0.004926065227047952,0.0,1.0,1.0,0.4324449103350648,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2451,12265.5,1.5229998164372918,0.004971378365026314,0.0,1.0,1.0,0.4438510180963609,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2452,12270.5,1.5242448943771743,0.004957505600561393,0.0,1.0,1.0,0.4481048104775308,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2453,12275.5,1.5241980171353209,0.004973012055831752,0.0,1.0,1.0,0.44794515801639884,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2454,12280.5,1.5232185493180725,0.004881544552171302,0.0,1.0,1.0,0.444601978751151,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2455,12285.5,1.5221145272888936,0.004943101573584183,0.0,1.0,1.0,0.44080403801544893,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2456,12290.5,1.5207710548669329,0.004926702124787396,0.0,1.0,1.0,0.43614255573981414,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2457,12295.5,1.5193987734298202,0.004873796346047047,0.0,1.0,1.0,0.4313338368470755,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2458,12300.5,1.517996529669443,0.004974074969820643,0.0,1.0,1.0,0.4263668873947256,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2459,12305.5,1.5165449772122208,0.00491901795569884,0.0,1.0,1.0,0.42117035884540477,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2460,12310.5,1.515107562024181,0.004932145183886481,0.0,1.0,1.0,0.4159646600935492,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2461,12315.5,1.5137575551070497,0.00499468792538988,0.0,1.0,1.0,0.4110194505570264,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2462,12320.5,1.512343053651988,0.0049490799784571585,0.0,1.0,1.0,0.4057795196122967,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2463,12325.5,1.5108108318196827,0.004993790797081156,0.0,1.0,1.0,0.4000305383307095,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2464,12330.5,1.5091763335363004,0.005014103041225329,0.0,1.0,1.0,0.3938122198164531,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2465,12335.5,1.5074622486244684,0.004940314153868761,0.0,1.0,1.0,0.3871924900149796,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2466,12340.5,1.5056962249044827,0.004947286549267732,0.0,1.0,1.0,0.38025865676853465,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2467,12345.5,1.5038603542922797,0.004940643534915823,0.0,1.0,1.0,0.3729229883683252,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2468,12350.5,1.502040286237171,0.004884633196319853,0.0,1.0,1.0,0.3655149269701302,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2469,12355.5,1.50018329727867,0.00491381187986792,0.0,1.0,1.0,0.35780690307302815,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2470,12360.5,1.498664026597974,0.004950904514082051,0.0,1.0,1.0,0.35138206152754203,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2471,12365.5,1.4972326005706618,0.0049220768457817424,0.0,1.0,1.0,0.34522635092227705,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2472,12370.5,1.4954944447823024,0.0049556059652340065,0.0,1.0,1.0,0.33760787364077344,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2473,12375.5,1.4937093224093505,0.004931960219138154,0.0,1.0,1.0,0.32961070313477075,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2474,12380.5,1.4915698533903845,0.004904872145959629,0.0,1.0,1.0,0.31977581173729275,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2475,12385.5,1.4896118235249782,0.004898781208832284,0.0,1.0,1.0,0.31051471257909674,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2476,12390.5,1.4876209360353707,0.004938810778452112,0.0,1.0,1.0,0.30081831307094126,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2477,12395.5,1.4857472088781334,0.004949331036376762,0.0,1.0,1.0,0.2914108316646037,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2478,12400.5,1.4834999589521738,0.0049548718109993254,0.0,1.0,1.0,0.2797276844655131,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2479,12405.5,1.481266861570633,0.004958514231099988,0.0,1.0,1.0,0.2676320764107569,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2480,12410.5,1.4794818433698602,0.004871434094951958,0.0,1.0,1.0,0.2575709494312934,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2481,12415.5,1.4775307943969043,0.004809030177128264,0.0,1.0,1.0,0.24611810502257386,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2482,12420.5,1.4755171494835224,0.004781636085957971,0.0,1.0,1.0,0.23372632367005916,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2483,12425.5,1.474307249166468,0.004705146049097206,0.0,1.0,1.0,0.22596399391375263,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2484,12430.5,1.475282702843029,0.004804531574437017,0.0,1.0,1.0,0.23224118881926034,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2485,12435.5,1.4765098794032614,0.004847879647140194,0.0,1.0,1.0,0.23991232156427658,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2486,12440.5,1.477984941423685,0.004875925410957852,0.0,1.0,1.0,0.2488286808761397,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2487,12445.5,1.479176015012438,0.004935212955001168,0.0,1.0,1.0,0.2558072068202255,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2488,12450.5,1.4785891312098316,0.004937693403022071,0.0,1.0,1.0,0.2523914382773367,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2489,12455.5,1.477765735343621,0.0048756664012364614,0.0,1.0,1.0,0.24752332502779836,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2490,12460.5,1.4773060066593864,0.00487914533373174,0.0,1.0,1.0,0.244763623221906,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2491,12465.5,1.4773461572925266,0.00492607676300332,0.0,1.0,1.0,0.24500490247078618,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2492,12470.5,1.476879624197213,0.004878444905065339,0.0,1.0,1.0,0.2421768468376143,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2493,12475.5,1.4768322614687954,0.0049318676772325334,0.0,1.0,1.0,0.24188676110165877,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2494,12480.5,1.4778671068068419,0.004981925346407886,0.0,1.0,1.0,0.2481257056442727,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2495,12485.5,1.478877731049491,0.0050114118814253966,0.0,1.0,1.0,0.2540752430778046,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2496,12490.5,1.4789048146155535,0.005024256799201514,0.0,1.0,1.0,0.25423258551310857,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2497,12495.5,1.4785412778885512,0.0050679386625136335,0.0,1.0,1.0,0.25210836245159207,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2498,12500.5,1.478197957831943,0.005006259085679145,0.0,1.0,1.0,0.25008826423583724,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2499,12505.5,1.477987619181432,0.004968296094806333,0.0,1.0,1.0,0.24884275855952104,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2500,12510.5,1.4771365805229166,0.005000053969114054,0.0,1.0,1.0,0.24373649086511565,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2501,12515.5,1.4774142786157476,0.0049599015600262615,0.0,1.0,1.0,0.24541464918420253,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2502,12520.5,1.4774265044849448,0.004965557029093681,0.0,1.0,1.0,0.24548812475961765,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2503,12525.5,1.477019715362872,0.004989298681844569,0.0,1.0,1.0,0.24302746031936848,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2504,12530.5,1.4757838754425368,0.004953107321838312,0.0,1.0,1.0,0.2354007513667937,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2505,12535.5,1.475520158436801,0.0049032064741954305,0.0,1.0,1.0,0.23374279993110714,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2506,12540.5,1.4762064050310433,0.004870919158388055,0.0,1.0,1.0,0.23803702317334863,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2507,12545.5,1.476421291465077,0.004810771455770153,0.0,1.0,1.0,0.2393672625264485,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2508,12550.5,1.4769737666519671,0.004775428082910312,0.0,1.0,1.0,0.24275234842267512,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2509,12555.5,1.4768565799667515,0.00482234202763909,0.0,1.0,1.0,0.24203739960687543,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2510,12560.5,1.4774227117194192,0.004851781925280463,0.0,1.0,1.0,0.24546757284112145,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2511,12565.5,1.4881082674964112,0.004412915926215324,0.0,1.0,1.0,0.2567765812559187,0.35,0.16128400194291168,0.0
Exp2_to_Exp1,Exp1,0.0,2512,12570.5,1.4800060625894427,0.004514334531300402,0.0,1.0,1.0,0.2572167366873431,0.35,0.04167872902523636,0.0
Exp2_to_Exp1,Exp1,0.0,2513,12575.5,1.4791382665477155,0.00451429949461686,0.0,1.0,1.0,0.2555965636440355,0.35,0.00017122854182560765,0.0
Exp2_to_Exp1,Exp1,0.0,2514,12580.5,1.4795666129303124,0.004489225816132226,0.0,1.0,1.0,0.2569974632765194,0.35,0.023441689765952844,0.0
Exp2_to_Exp1,Exp1,0.0,2515,12585.5,1.4812594366269745,0.004731381292708618,0.0,1.0,1.0,0.2675950908135725,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2516,12590.5,1.481422558966565,0.004775876753004338,0.0,1.0,1.0,0.26849578994145473,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2517,12595.5,1.4818923480722062,0.004745470191621705,0.0,1.0,1.0,0.2710763947443904,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2518,12600.5,1.4827368249781574,0.004713444699452458,0.0,1.0,1.0,0.27565608207578435,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2519,12605.5,1.4832181145944874,0.0047511976170831775,0.0,1.0,1.0,0.2782326393190231,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2520,12610.5,1.4831728599222604,0.004823834546393945,0.0,1.0,1.0,0.277990041242931,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2521,12615.5,1.483717883255649,0.00488703650361884,0.0,1.0,1.0,0.28088231337490044,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2522,12620.5,1.483054529573894,0.004957105405367149,0.0,1.0,1.0,0.27735566479818685,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2523,12625.5,1.483645918845727,0.0049876486785172605,0.0,1.0,1.0,0.2805001530627766,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2524,12630.5,1.4832578395469012,0.005024844492420875,0.0,1.0,1.0,0.27843952577744446,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2525,12635.5,1.4835152282188224,0.004995409320661585,0.0,1.0,1.0,0.27980793098635376,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2526,12640.5,1.482844280735532,0.005000089813795971,0.0,1.0,1.0,0.2762284561951053,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2527,12645.5,1.4845404872650863,0.004960407678778601,0.0,1.0,1.0,0.28519441208572105,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2528,12650.5,1.4864036152831082,0.0049365814562568845,0.0,1.0,1.0,0.29473944033708793,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2529,12655.5,1.4881528356852123,0.004961756890428337,0.0,1.0,1.0,0.30343737958020045,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2530,12660.5,1.489649836088053,0.00495742177920496,0.0,1.0,1.0,0.3106960864357103,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2531,12665.5,1.4911173430362537,0.005099462758616489,0.0,1.0,1.0,0.317655357554488,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2532,12670.5,1.4916796011981857,0.005113373503078102,0.0,1.0,1.0,0.3202840708530408,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2533,12675.5,1.4914725459727158,0.005094069771693093,0.0,1.0,1.0,0.31931865877755367,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2534,12680.5,1.4917058158829746,0.005073760030912495,0.0,1.0,1.0,0.3204067697447099,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2535,12685.5,1.4919171991140203,0.004901339808910441,0.0,1.0,1.0,0.3213921372409428,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2536,12690.5,1.4913811853789212,0.004868818680016409,0.0,1.0,1.0,0.3188951782434113,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2537,12695.5,1.4901614209961473,0.004853366532261386,0.0,1.0,1.0,0.31314135060473997,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2538,12700.5,1.4898368016036725,0.004882260229998934,0.0,1.0,1.0,0.31159245650000456,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2539,12705.5,1.4908716673556033,0.004918292903110877,0.0,1.0,1.0,0.3165029840595438,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2540,12710.5,1.4915745094299158,0.004876605878098016,0.0,1.0,1.0,0.31979796105698344,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2541,12715.5,1.491389962079376,0.004837090579544916,0.0,1.0,1.0,0.318936704607431,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2542,12720.5,1.4921627213426745,0.004806350006480092,0.0,1.0,1.0,0.3225313720623019,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2543,12725.5,1.4930433764895494,0.004781957935211736,0.0,1.0,1.0,0.3265817768302759,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2544,12730.5,1.4938315102902668,0.004800341121089873,0.0,1.0,1.0,0.3301659247427271,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2545,12735.5,1.4941004570673575,0.004836453130061912,0.0,1.0,1.0,0.33138012090348357,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2546,12740.5,1.4934411455457404,0.004827964464102615,0.0,1.0,1.0,0.3283948019809493,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2547,12745.5,1.4922301867138703,0.00483021612429837,0.0,1.0,1.0,0.3228429945845267,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2548,12750.5,1.4927549104087723,0.004850359258585847,0.0,1.0,1.0,0.3252594296320475,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2549,12755.5,1.4927986365409427,0.004800821437052763,0.0,1.0,1.0,0.3254607831552473,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2550,12760.5,1.4922251166615166,0.004788240683359037,0.0,1.0,1.0,0.32282018454030276,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2551,12765.5,1.491042001630126,0.004765315863570657,0.0,1.0,1.0,0.31730670082727946,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2552,12770.5,1.4914761093819295,0.004698400019335613,0.0,1.0,1.0,0.31934136890530695,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2553,12775.5,1.4918549907811638,0.004737623700818992,0.0,1.0,1.0,0.3211056966799803,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2554,12780.5,1.4921049002118278,0.004742999619482162,0.0,1.0,1.0,0.32226470050372924,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2555,12785.5,1.4945679884697782,0.004528477471540589,0.0,1.0,1.0,0.3301662791370136,0.35,0.04693818457512703,0.0
Exp2_to_Exp1,Exp1,0.0,2556,12790.5,1.5793356326842996,0.0039446332935813705,0.0,1.0,1.0,0.0998885269524934,0.35,0.6015045824578201,0.0
Exp2_to_Exp1,Exp1,0.0,2557,12795.5,1.5180912720788837,0.0041389501430132095,0.0,1.0,1.0,0.16641538437665873,0.35,0.3929248010708486,0.0
Exp2_to_Exp1,Exp1,0.0,2558,12800.5,1.538855734624983,0.004161444140398838,0.0,1.0,1.0,0.3237166416467731,0.35,0.37518953915560643,0.0
Exp2_to_Exp1,Exp1,0.0,2559,12805.5,1.5328849538102138,0.0042338978094956055,0.0,1.0,1.0,0.38391875081331495,0.35,0.2825327388127323,0.0
Exp2_to_Exp1,Exp1,0.0,2560,12810.5,1.4696457438526345,0.004672785256568617,0.0,1.0,1.0,0.1289396501532715,0.35,0.14391436384343667,0.0
Exp2_to_Exp1,Exp1,0.0,2561,12815.5,1.4648196282657817,0.004894796966499003,0.0,1.0,1.0,0.133942287347862,0.35,0.07233289690992788,0.0
Exp2_to_Exp1,Exp1,0.0,2562,12820.5,1.4665408240921287,0.004884870280675185,0.0,1.0,1.0,0.1404521436667062,0.35,0.09214837009186556,0.0
Exp2_to_Exp1,Exp1,0.0,2563,12825.5,1.4696841239208607,0.004879117128134474,0.0,1.0,1.0,0.1534351208947917,0.35,0.11792065975509917,0.0
Exp2_to_Exp1,Exp1,0.0,2564,12830.5,1.4710564658676195,0.004841175858777098,0.0,1.0,1.0,0.1884602369619252,0.35,0.07724265577703877,0.0
Exp2_to_Exp1,Exp1,0.0,2565,12835.5,1.4831666208768437,0.004794917881858689,0.0,1.0,1.0,0.277957252191306,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2566,12840.5,1.515858296437305,0.004811118786044017,0.0,1.0,1.0,0.41869228320311186,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2567,12845.5,1.5428225805250413,0.004842160099712366,0.0,1.0,1.0,0.5077184933243185,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2568,12850.5,1.548798490065805,0.004830757425456039,0.0,1.0,1.0,0.5255981607776172,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2569,12855.5,1.5476656360959897,0.004930977481610284,0.0,1.0,1.0,0.5222495635359407,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2570,12860.5,1.5461863201223174,0.004978278484113817,0.0,1.0,1.0,0.517848774524694,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2571,12865.5,1.5450323676210234,0.004970885457523948,0.0,1.0,1.0,0.5143931446805968,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2572,12870.5,1.544066549104618,0.005007811357837578,0.0,1.0,1.0,0.5114845353373333,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2573,12875.5,1.5432037639104073,0.004963049970016449,0.0,1.0,1.0,0.5088744688842659,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2574,12880.5,1.5422959947299864,0.004916901416115622,0.0,1.0,1.0,0.5061153617907903,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2575,12885.5,1.5413855309251947,0.004963584980770963,0.0,1.0,1.0,0.5033336048483976,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2576,12890.5,1.5412537654201717,0.005033006665863824,0.0,1.0,1.0,0.5006326509602187,0.35,0.04800819782393521,0.0
Exp2_to_Exp1,Exp1,0.0,2577,12895.5,1.5414275767806707,0.005025435285332886,0.0,1.0,1.0,0.49802850412149824,0.35,0.07376536140104051,0.0
Exp2_to_Exp1,Exp1,0.0,2578,12900.5,1.5405041951074518,0.0050495300102862154,0.0,1.0,1.0,0.49496221084076547,0.35,0.07510051417903012,0.0
Exp2_to_Exp1,Exp1,0.0,2579,12905.5,1.5379903334340472,0.004929015229816323,0.0,1.0,1.0,0.49187398825122314,0.35,0.0308212625839952,0.0
Exp2_to_Exp1,Exp1,0.0,2580,12910.5,1.5367528542013198,0.0048932806480089155,0.0,1.0,1.0,0.4889635883175788,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2581,12915.5,1.5357190146642126,0.004850495038310299,0.0,1.0,1.0,0.48570501819427714,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2582,12920.5,1.5347310017756906,0.0048343130202305,0.0,1.0,1.0,0.48257214717494495,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2583,12925.5,1.533727607786947,0.004892552498980949,0.0,1.0,1.0,0.47937087710656323,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2584,12930.5,1.5326940377469969,0.004829727658160812,0.0,1.0,1.0,0.4760542900509782,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2585,12935.5,1.5316041513445582,0.00485173493030875,0.0,1.0,1.0,0.47253331849092944,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2586,12940.5,1.5305224963822077,0.004891695995401089,0.0,1.0,1.0,0.46901512048367205,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2587,12945.5,1.52942269379615,0.004847534130718866,0.0,1.0,1.0,0.46541409272982165,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2588,12950.5,1.5283312874466861,0.004873594650388503,0.0,1.0,1.0,0.4618146514172424,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2589,12955.5,1.5271855091196658,0.004872815003536872,0.0,1.0,1.0,0.4580085533470244,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2590,12960.5,1.52600387694874,0.004819157580589496,0.0,1.0,1.0,0.4540535300851642,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2591,12965.5,1.5248341312206326,0.004820615442622485,0.0,1.0,1.0,0.4501065311702725,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2592,12970.5,1.523669925814746,0.004825668862932084,0.0,1.0,1.0,0.446146563084754,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2593,12975.5,1.5226332182325013,0.004811804263013174,0.0,1.0,1.0,0.44259322611716334,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2594,12980.5,1.5215068072347009,0.004864194685501473,0.0,1.0,1.0,0.4387018396036137,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2595,12985.5,1.520395480519717,0.004893271925741134,0.0,1.0,1.0,0.4348315456296171,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2596,12990.5,1.5191991608581845,0.004880566335016768,0.0,1.0,1.0,0.4306300853684768,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2597,12995.5,1.5182912478721213,0.0048718521430324135,0.0,1.0,1.0,0.42741616537255545,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2598,13000.5,1.5169829461890576,0.004878878936943413,0.0,1.0,1.0,0.4227451425726277,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2599,13005.5,1.5156853534430201,0.004874140398496198,0.0,1.0,1.0,0.41806498704994277,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2600,13010.5,1.514338631898098,0.004892209221991067,0.0,1.0,1.0,0.41315561033094017,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2601,13015.5,1.513039423697184,0.004873179988459248,0.0,1.0,1.0,0.40836815470688564,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2602,13020.5,1.511764079277046,0.004890491996381458,0.0,1.0,1.0,0.40361703938313614,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2603,13025.5,1.5104591287946343,0.004829674232824689,0.0,1.0,1.0,0.3987022121908155,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2604,13030.5,1.509117340921786,0.004803676982866073,0.0,1.0,1.0,0.39358871091316366,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2605,13035.5,1.507772894507485,0.004784413719022335,0.0,1.0,1.0,0.38840212511885774,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2606,13040.5,1.506390400048344,0.004778508586491489,0.0,1.0,1.0,0.3830002652916815,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2607,13045.5,1.504904199201117,0.004809307746313293,0.0,1.0,1.0,0.3771120779452123,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2608,13050.5,1.5033603447217523,0.004766967241358009,0.0,1.0,1.0,0.3709037639404942,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2609,13055.5,1.5017539433731153,0.004782414724685069,0.0,1.0,1.0,0.36433780334478444,0.35,0.0,0.0
Exp2_to_Exp1,Exp1,0.0,2610,13060.5,1.5000769636651774,0.004766515016134701,0.0,1.0,1.0,0.3573628089960386,0.35,0.0,0.0
