direction,entry_cycle,latest_entry_cycle,common_window_rank,center_cycle,common_arrived_windows,progression_increment_abs_difference,progression_score_abs_difference,uncertainty,latest_uncertainty,uncertainty_difference_to_latest,state_match_available,state_match_quality,latest_state_match_quality,state_match_quality_difference
Exp1_to_Exp2,0.0,9000.0,64,9315.5,200,0.0,0.0007024707269008834,1.768009481663445,1.8413015115443296,-0.07329202988088457,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,65,9320.5,200,0.024726361599757885,0.00048449297186725637,1.7708845287641957,1.8441005323835054,-0.07321600361930969,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,66,9325.5,200,0.0,0.0003589212213515047,1.7711351018026542,1.8512920117873748,-0.08015690998472058,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,67,9330.5,200,0.0,0.0002658953805665387,1.7289358896356715,1.802415518360569,-0.07347962872489755,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,68,9335.5,200,0.0,0.00019698014271873898,1.7265119881343445,1.7791512109183358,-0.05263922278399136,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,69,9340.5,200,0.05144500172368405,0.00012575559191929653,1.7163393090067476,1.726552684321831,-0.010213375315083484,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,70,9345.5,200,0.04076299485739732,8.280319171316552e-05,1.718180011563035,1.6829258706488819,0.03525414091415313,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,71,9350.5,200,0.0,6.134211315167448e-05,1.7341272935857466,1.6504765465874913,0.08365074699825525,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,72,9355.5,200,0.0,4.544335511791342e-05,1.7573736181012434,1.634749923067445,0.12262369503379844,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,73,9360.5,200,0.0,3.366526548020943e-05,1.747875210814023,1.6272066066520945,0.12066860416192848,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,74,9365.5,200,0.0,2.4939842071858287e-05,1.7404548399602586,1.6201351294071016,0.12031971055315704,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,75,9370.5,200,0.0,1.847588942771594e-05,1.730904066239312,1.6139175950681357,0.11698647117117633,True,0.0,0.0,0.0
Exp1_to_Exp2,0.0,9000.0,76,9375.5,200,0.0,1.3687275531415466e-05,1.7230399182123088,1.6102583897018001,0.11278152851050871,True,0.0,0.0,0.0
