direction,dataset,entry_cycle,window_index,center_cycle,activity_score,progression_increment,relative_progression_score,cumulative_progression,progression_uncertainty,prediction_ensemble_uncertainty,adapter_support_uncertainty,primitive_match_uncertainty,private_state_support_uncertainty,change_point_uncertainty,entry_prior_uncertainty,ood_uncertainty,initial_progression_prior_mean,initial_progression_prior_std,initial_match_quality,trend_evidence,persistent_prediction_anomaly_evidence,bocpd_confirmed_transition_evidence,persistent_novel_segment_evidence,state_id_input_count,cycle_used_as_model_feature,rolling_z_used
Exp1_to_Exp2,Exp2,0.0,59,305.5,2.4001237687360675,0.55,0.9991044947253755,7.018122446336302,1.7533217893608066,0.01801768386042779,0.5390625,1.0,1.0,0.029963612117937084,0.35,0.8122970288990862,0.5,0.35,0.0,1.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,60,310.5,2.400101859330982,0.55,0.9994833384016107,7.568122446336302,1.814508576574193,0.01934103400069663,0.53125,1.0,1.0,0.025021132205314576,0.35,0.9416552868795737,0.5,0.35,0.0,1.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,61,315.5,2.2279024917315446,0.3,0.9996172476739866,7.868122446336302,1.7990836501145804,0.020884094815541633,0.5234375,1.0,1.0,0.07532765047826452,0.35,0.9132933610623213,0.5,0.35,0.0,0.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,62,320.5,1.1906354482259225,0.3,0.999716450102881,8.168122446336302,1.7319339025445601,0.020061984695141512,0.515625,1.0,1.0,0.181684889946133,0.35,0.7601407893894286,0.5,0.35,0.0,0.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,63,325.5,1.601018857650854,0.3,0.9997899410697418,8.468122446336302,1.675494000619981,0.020510833444982023,0.5078125,1.0,1.0,0.2339082825751296,0.35,0.609731770544593,0.5,0.35,0.0,0.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,64,330.5,1.3315601036666502,0.3,0.9998443845170478,8.768122446336303,1.6143576638198345,0.022856945497052843,0.5,1.0,1.0,0.15543041934040303,0.35,0.4571319410411447,0.5,0.35,0.0,0.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,65,335.5,1.2415733522788892,0.3,0.9998847172148089,9.068122446336304,1.6488462762088527,0.023727835020229283,0.4921875,1.0,1.0,0.09814688068988214,0.35,0.5863017031082625,0.5,0.35,0.0,0.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,66,340.5,1.3900380200377498,0.3,0.9999145964121995,9.368122446336304,1.6287306906193755,0.0235095567749776,0.484375,1.0,1.0,0.07813792067837348,0.35,0.5375744488280406,0.5,0.35,0.0,0.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,67,345.5,1.6340479696204415,0.3,0.9999367314660458,9.668122446336305,1.6035203840676207,0.023514961565116194,0.4765625,1.0,1.0,0.07049017190662887,0.35,0.4649128821201714,0.5,0.35,0.0,0.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,68,350.5,1.3937217004437499,0.3,0.9999531295172509,9.968122446336306,1.5755906923412117,0.023874046090291416,0.46875,1.0,1.0,0.06615090275807435,0.35,0.36784990863099126,0.5,0.35,0.0,0.0,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,69,355.5,1.390692201948572,0.5164801615431542,0.9999720362801577,10.48460260787946,1.5683741280178793,0.023960573230842976,0.4609375,1.0,1.0,0.06285534444059727,0.35,0.346856055353365,0.5,0.35,0.0,0.8659206461726168,1.0,0.0,0.0,0,False,False
Exp1_to_Exp2,Exp2,0.0,70,360.5,1.2457141552108264,0.5155082407217525,0.9999833001504673,11.000110848601212,1.5649728306893107,0.023714585662960655,0.453125,1.0,1.0,0.06011409902696165,0.35,0.342259563337133,0.5,0.35,0.0,0.86203296288701,1.0,0.0,0.0,0,False,False
