direction_id,bootstrap_repeat,feature_name,normalized_weight
Exp1_source,88,rx_q05,-0.1290493237510383
Exp1_source,89,rs_corrdist_base,0.0245246990429059
Exp1_source,89,rs_mean,-0.3578290315442687
Exp1_source,89,ry_p2p,0.0854917087336165
Exp1_source,89,rx_mean,0.4519084554970135
Exp1_source,89,rx_q05,-0.0802461050374105
Exp1_source,90,rs_corrdist_base,0.0207026680832524
Exp1_source,90,rs_mean,-0.2477499007948428
Exp1_source,90,ry_p2p,0.1245033362692012
Exp1_source,90,rx_mean,0.4381253313240239
Exp1_source,90,rx_q05,-0.1689187633194203
Exp1_source,91,rs_corrdist_base,0.0177777484079468
Exp1_source,91,rs_mean,-0.3272573082930698
Exp1_source,91,ry_p2p,0.0965001002969788
Exp1_source,91,rx_mean,0.458959428651651
Exp1_source,91,rx_q05,-0.0995054141850442
Exp1_source,92,rs_corrdist_base,0.0216113089433222
Exp1_source,92,rs_mean,-0.3584991152677401
Exp1_source,92,ry_p2p,0.1166679095099488
Exp1_source,92,rx_mean,0.4246156908983505
Exp1_source,92,rx_q05,-0.078605975174805
Exp1_source,93,rs_corrdist_base,0.0220274306935746
Exp1_source,93,rs_mean,-0.3815949791886764
Exp1_source,93,ry_p2p,0.0873165934103429
Exp1_source,93,rx_mean,0.4464480776691991
Exp1_source,93,rx_q05,-0.06261291891183
Exp1_source,94,rs_corrdist_base,0.0423095694944576
Exp1_source,94,rs_mean,-0.3275207811084525
Exp1_source,94,ry_p2p,0.0668745051984477
Exp1_source,94,rx_mean,0.454454513865105
Exp1_source,94,rx_q05,-0.1088406301807756
Exp1_source,95,rs_corrdist_base,0.013965298813505
Exp1_source,95,rs_mean,-0.3933809800046723
Exp1_source,95,ry_p2p,0.0961537187698788
Exp1_source,95,rx_mean,0.4395180269119342
Exp1_source,95,rx_q05,-0.0569819753233066
Exp1_source,96,rs_corrdist_base,0.0377221217845043
Exp1_source,96,rs_mean,-0.3742922297883378
Exp1_source,96,ry_p2p,0.0646185873092872
Exp1_source,96,rx_mean,0.4576527228222075
Exp1_source,96,rx_q05,-0.0657143381416078
Exp1_source,97,rs_corrdist_base,0.0175644106411687
Exp1_source,97,rs_mean,-0.3901041758462441
Exp1_source,97,ry_p2p,0.1094835693144033
Exp1_source,97,rx_mean,0.4351012740715966
Exp1_source,97,rx_q05,-0.0477465699122835
Exp1_source,98,rs_corrdist_base,0.0306598758717008
Exp1_source,98,rs_mean,-0.3701435826194452
Exp1_source,98,ry_p2p,0.071592356515836
Exp1_source,98,rx_mean,0.4491997073503473
Exp1_source,98,rx_q05,-0.0784044774963318
Exp1_source,99,rs_corrdist_base,0.0255340031489637
Exp1_source,99,rs_mean,-0.3082722984643458
Exp1_source,99,ry_p2p,0.0860492216464547
Exp1_source,99,rx_mean,0.474201233063843
Exp1_source,99,rx_q05,-0.1059432435077765
Exp1_source,100,rs_corrdist_base,0.028159399589657
Exp1_source,100,rs_mean,-0.3858061576801047
Exp1_source,100,ry_p2p,0.0714441403766112
Exp1_source,100,rx_mean,0.4592696684348464
Exp1_source,100,rx_q05,-0.0553206337459177
Exp1_source,101,rs_corrdist_base,0.0090209622641217
Exp1_source,101,rs_mean,-0.2829921446084948
Exp1_source,101,ry_p2p,0.1326899617989616
Exp1_source,101,rx_mean,0.4427877764379286
Exp1_source,101,rx_q05,-0.1325091546729081
Exp1_source,102,rs_corrdist_base,0.0156299813933867
Exp1_source,102,rs_mean,-0.3612216994692409
Exp1_source,102,ry_p2p,0.0851525994981386
Exp1_source,102,rx_mean,0.4660361533816952
Exp1_source,102,rx_q05,-0.071959566123207
Exp1_source,103,rs_corrdist_base,0.0176990660859535
Exp1_source,103,rs_mean,-0.4217301012739721
Exp1_source,103,ry_p2p,0.0784923931526028
Exp1_source,103,rx_mean,0.4536071102539935
Exp1_source,103,rx_q05,-0.0284713291139434
Exp1_source,104,rs_corrdist_base,0.0179015527449874
Exp1_source,104,rs_mean,-0.377493376902536
Exp1_source,104,ry_p2p,0.0803825396304307
Exp1_source,104,rx_mean,0.459226809183481
Exp1_source,104,rx_q05,-0.0649957214171824
Exp1_source,105,rs_corrdist_base,0.0355878304479839
Exp1_source,105,rs_mean,-0.3388413185382793
Exp1_source,105,ry_p2p,0.0665302813625467
Exp1_source,105,rx_mean,0.4614781018695615
Exp1_source,105,rx_q05,-0.0975624676346876
Exp1_source,106,rs_corrdist_base,0.0127062615864699
Exp1_source,106,rs_mean,-0.4203515512221491
Exp1_source,106,ry_p2p,0.0754728158924283
Exp1_source,106,rx_mean,0.4575002658628342
Exp1_source,106,rx_q05,-0.0339691052761899
Exp1_source,107,rs_corrdist_base,0.0219757353516507
Exp1_source,107,rs_mean,-0.3852404319135886
Exp1_source,107,ry_p2p,0.0808931333523358
Exp1_source,107,rx_mean,0.4560204977937537
Exp1_source,107,rx_q05,-0.0558702014254235
Exp1_source,108,rs_corrdist_base,0.0254242507003167
Exp1_source,108,rs_mean,-0.4453141114891473
Exp1_source,108,ry_p2p,0.063297826284195
Exp1_source,108,rx_mean,0.4584410312343556
Exp1_source,108,rx_q05,-0.0075227801574297
Exp1_source,109,rs_corrdist_base,0.0221682203168592
Exp1_source,109,rs_mean,-0.4115889509577587
